%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.altitude,field.relative_altitude
1631535409848690060,401045,1631535409843762936,,67.7975463867,21.0720405579,508.269989014,128.645996094
1631535409969273546,401046,1631535409966148594,,67.7975463867,21.0720329285,508.279998779,128.652999878
1631535410101519533,401047,1631535410092974786,,67.7975387573,21.0720214844,508.279998779,128.658996582
1631535410219052563,401048,1631535410216221274,,67.7975387573,21.072013855,508.290008545,128.664001465
1631535410345275812,401049,1631535410342492011,,67.7975387573,21.0720062256,508.290008545,128.667007446
1631535410472843506,401050,1631535410466391778,,67.7975387573,21.0719985962,508.299987793,128.671005249
1631535410599905921,401051,1631535410593713360,,67.7975387573,21.0719909668,508.299987793,128.67199707
1631535410721722301,401052,1631535410716313290,,67.7975387573,21.0719833374,508.299987793,128.67199707
1631535410847086992,401053,1631535410842957690,,67.7975311279,21.0719738007,508.299987793,128.669998169
1631535410970075401,401054,1631535410965832691,,67.7975311279,21.0719642639,508.290008545,128.667007446
1631535411100654896,401055,1631535411097377688,,67.7975311279,21.0719566345,508.279998779,128.658996582
1631535411224648582,401056,1631535411218501461,,67.7975234985,21.0719490051,508.279998779,128.652999878
1631535411347324320,401057,1631535411342770539,,67.7975234985,21.0719413757,508.269989014,128.645996094
1631535411476132107,401058,1631535411470283641,,67.7975234985,21.0719337463,508.260009766,128.638000488
1631535411600287393,401059,1631535411593312178,,67.7975158691,21.0719223022,508.260009766,128.632003784
1631535411722033661,401060,1631535411716268427,,67.7975158691,21.0719146729,508.260009766,128.630004883
1631535411849821194,401061,1631535411842572124,,67.7975158691,21.0719070435,508.260009766,128.630996704
1631535411974107040,401062,1631535411965704372,,67.7975082397,21.0718994141,508.260009766,128.636993408
1631535412101508815,401063,1631535412097457848,,67.7975082397,21.0718917847,508.269989014,128.645004272
1631535412221493999,401064,1631535412217258681,,67.7975082397,21.0718822479,508.279998779,128.651992798
1631535412348543486,401065,1631535412342450029,,67.7975006104,21.0718746185,508.290008545,128.662002563
1631535412471958998,401066,1631535412467734144,,67.7975006104,21.0718669891,508.299987793,128.669998169
1631535412601913726,401067,1631535412593130355,,67.7975006104,21.0718593597,508.299987793,128.67300415
1631535412721637695,401068,1631535412716280684,,67.7975006104,21.0718517303,508.299987793,128.673995972
1631535412845637397,401069,1631535412842760604,,67.7975006104,21.071844101,508.299987793,128.675003052
1631535412972243558,401070,1631535412966339188,,67.7975006104,21.0718345642,508.299987793,128.675003052
1631535413104610088,401071,1631535413097897912,,67.797492981,21.0718250275,508.299987793,128.673995972
1631535413219783316,401072,1631535413216354620,,67.797492981,21.0718173981,508.299987793,128.675994873
1631535413351317752,401073,1631535413342818892,,67.797492981,21.0718097687,508.309997559,128.684005737
1631535413476928907,401074,1631535413470879545,,67.7974853516,21.0718021393,508.320007324,128.692001343
1631535413596659755,401075,1631535413593246612,,67.7974853516,21.0717945099,508.320007324,128.697998047
1631535413717774537,401076,1631535413715480014,,67.7974853516,21.0717849731,508.320007324,128.697006226
1631535413849841260,401077,1631535413842732317,,67.7974777222,21.0717773438,508.320007324,128.690994263
1631535413970794826,401078,1631535413965961429,,67.7974777222,21.0717697144,508.309997559,128.682006836
1631535414106537348,401079,1631535414097404890,,67.7974777222,21.0717601776,508.299987793,128.67199707
1631535414218964022,401080,1631535414216535388,,67.7974700928,21.0717525482,508.290008545,128.660003662
1631535414346562948,401081,1631535414342555822,,67.7974700928,21.0717449188,508.269989014,128.643997192
1631535414478433832,401082,1631535414470882362,,67.7974700928,21.0717353821,508.25,128.625
1631535414606337653,401083,1631535414593077941,,67.7974624634,21.0717277527,508.230010986,128.608001709
1631535414719029255,401084,1631535414716129006,,67.7974624634,21.0717201233,508.220001221,128.595993042
1631535414852625510,401085,1631535414842530942,,67.7974624634,21.0717124939,508.209991455,128.580001831
1631535414972616774,401086,1631535414965586551,,67.7974624634,21.0717048645,508.190002441,128.563995361
1631535415106795812,401087,1631535415095397728,,67.7974624634,21.0716953278,508.179992676,128.555999756
1631535415223346797,401088,1631535415217165020,,67.7974624634,21.0716876984,508.179992676,128.555999756
1631535415349622718,401089,1631535415342305935,,67.797454834,21.071680069,508.190002441,128.565002441
1631535415476443981,401090,1631535415474167763,,67.797454834,21.0716724396,508.200012207,128.57699585
1631535415600160453,401091,1631535415594163251,,67.797454834,21.0716648102,508.209991455,128.587005615
1631535415719502406,401092,1631535415716284878,,67.7974472046,21.0716552734,508.220001221,128.598007202
1631535415853851812,401093,1631535415842672607,,67.7974472046,21.0716457367,508.230010986,128.608001709
1631535415968212466,401094,1631535415965713144,,67.7974472046,21.0716381073,508.25,128.621002197
1631535416102798255,401095,1631535416095135969,,67.7974395752,21.0716304779,508.260009766,128.636001587
1631535416220315605,401096,1631535416216142271,,67.7974395752,21.0716228485,508.269989014,128.647994995
1631535416350949851,401097,1631535416342337168,,67.7974395752,21.0716152191,508.279998779,128.656005859
1631535416475723376,401098,1631535416470579324,,67.7974319458,21.0716056824,508.290008545,128.664001465
1631535416620057462,401099,1631535416593728789,,67.7974319458,21.0715961456,508.299987793,128.673995972
1631535416718838665,401100,1631535416716238351,,67.7974319458,21.0715885162,508.299987793,128.677993774
1631535416859934774,401101,1631535416847209973,,67.7974243164,21.0715808868,508.299987793,128.675994873
1631535416972538824,401102,1631535416966577942,,67.7974243164,21.0715732574,508.299987793,128.669998169
1631535417100838804,401103,1631535417095300546,,67.7974243164,21.0715656281,508.290008545,128.662994385
1631535417218418586,401104,1631535417216280735,,67.7974243164,21.0715560913,508.279998779,128.656005859
1631535417348188739,401105,1631535417342702512,,67.7974243164,21.0715484619,508.279998779,128.652999878
1631535417471424411,401106,1631535417470136318,,67.7974243164,21.0715389252,508.279998779,128.654998779
1631535417599933191,401107,1631535417593335735,,67.797416687,21.0715312958,508.279998779,128.658004761
1631535417720576613,401108,1631535417716652591,,67.797416687,21.0715236664,508.290008545,128.664001465
1631535417848193651,401109,1631535417843152287,,67.797416687,21.071516037,508.299987793,128.671005249
1631535417968537267,401110,1631535417965761401,,67.7974090576,21.0715065002,508.299987793,128.675003052
1631535418104818252,401111,1631535418095300451,,67.7974090576,21.0714988708,508.309997559,128.682006836
1631535418218766554,401112,1631535418216422432,,67.7974090576,21.0714912415,508.309997559,128.68800354
1631535418349443329,401113,1631535418342429234,,67.7974014282,21.0714817047,508.320007324,128.692993164
1631535418476235921,401114,1631535418473573079,,67.7974014282,21.0714740753,508.320007324,128.695007324
1631535418609959568,401115,1631535418593361400,,67.7974014282,21.0714664459,508.320007324,128.694000244
1631535418719742632,401116,1631535418716348145,,67.7973937988,21.0714569092,508.320007324,128.690994263
1631535418843814175,401117,1631535418842433794,,67.7973937988,21.0714492798,508.309997559,128.68699646
1631535418968318516,401118,1631535418965906234,,67.7973937988,21.071439743,508.299987793,128.679000854
1631535419105467851,401119,1631535419095200996,,67.7973861694,21.0714321136,508.299987793,128.669998169
1631535419218510172,401120,1631535419216267073,,67.7973861694,21.0714244843,508.290008545,128.660995483
1631535419347217063,401121,1631535419342734546,,67.7973861694,21.0714168549,508.279998779,128.651000977
1631535419471310525,401122,1631535419466299145,,67.7973861694,21.0714073181,508.269989014,128.64100647
1631535419596823664,401123,1631535419593225849,,67.7973861694,21.0713977814,508.260009766,128.634002686
1631535419728250197,401124,1631535419716162898,,67.7973861694,21.071390152,508.25,128.625
1631535419850001841,401125,1631535419842702338,,67.79737854,21.0713825226,508.239990234,128.61000061
1631535419968572756,401126,1631535419965735131,,67.79737854,21.0713748932,508.220001221,128.593994141
1631535420115897459,401127,1631535420097395167,,67.79737854,21.0713672638,508.200012207,128.574996948
1631535420219065339,401128,1631535420216639777,,67.7973709106,21.0713577271,508.190002441,128.56199646
1631535420350150849,401129,1631535420342947026,,67.7973709106,21.0713500977,508.179992676,128.557998657
1631535420475291413,401130,1631535420472388892,,67.7973709106,21.0713405609,508.190002441,128.563995361
1631535420599994250,401131,1631535420593089722,,67.7973632812,21.0713329315,508.200012207,128.570999146
1631535420719799210,401132,1631535420716315155,,67.7973632812,21.0713253021,508.209991455,128.580993652
1631535420851658990,401133,1631535420842647331,,67.7973632812,21.0713176727,508.220001221,128.591995239
1631535420969998258,401134,1631535420965855388,,67.7973556519,21.071308136,508.220001221,128.598999023
1631535421107481800,401135,1631535421099061052,,67.7973556519,21.0712985992,508.230010986,128.602005005
1631535421220166138,401136,1631535421216512931,,67.7973556519,21.0712909698,508.230010986,128.606002808
1631535421357581072,401137,1631535421353402650,,67.7973480225,21.0712833405,508.239990234,128.611999512
1631535421470490721,401138,1631535421466896234,,67.7973480225,21.0712757111,508.25,128.619995117
1631535421602223685,401139,1631535421597399633,,67.7973480225,21.0712661743,508.25,128.626998901
1631535421723394019,401140,1631535421719359724,,67.7973403931,21.0712585449,508.260009766,128.630996704
1631535421847374745,401141,1631535421842803076,,67.7973403931,21.0712490082,508.260009766,128.636993408
1631535421969210997,401142,1631535421965723773,,67.7973403931,21.0712413788,508.269989014,128.641998291
1631535422097802688,401143,1631535422092847532,,67.7973403931,21.0712337494,508.279998779,128.651992798
1631535422219980251,401144,1631535422216298116,,67.7973403931,21.07122612,508.290008545,128.660995483
1631535422347440969,401145,1631535422342634805,,67.7973403931,21.0712184906,508.290008545,128.669006348
1631535422474254393,401146,1631535422469848164,,67.7973327637,21.0712089539,508.309997559,128.682998657
1631535422605516446,401147,1631535422595408439,,67.7973327637,21.0711994171,508.320007324,128.697006226
1631535422720009388,401148,1631535422716216373,,67.7973327637,21.0711917877,508.329986572,128.699996948
1631535422846679996,401149,1631535422842578598,,67.7973251343,21.0711841583,508.320007324,128.699005127
1631535422969081526,401150,1631535422965698590,,67.7973251343,21.0711765289,508.320007324,128.690994263
1631535423101447545,401151,1631535423092803085,,67.7973251343,21.0711688995,508.299987793,128.677001953
1631535423218245312,401152,1631535423215993510,,67.7973175049,21.0711574554,508.279998779,128.658004761
1631535423352104031,401153,1631535423344237298,,67.7973175049,21.071149826,508.260009766,128.634994507
1631535423475426583,401154,1631535423470704803,,67.7973175049,21.0711421967,508.230010986,128.608001709
1631535423600624971,401155,1631535423595212472,,67.7973098755,21.0711345673,508.209991455,128.583999634
1631535423728566840,401156,1631535423716375093,,67.7973098755,21.0711250305,508.190002441,128.567001343
1631535423849646134,401157,1631535423842621799,,67.7973098755,21.0711174011,508.179992676,128.554992676
1631535423969212695,401158,1631535423965685983,,67.7973022461,21.0711078644,508.179992676,128.552001953
1631535424102370551,401159,1631535424097301700,,67.7973022461,21.071100235,508.179992676,128.557006836
1631535424220000669,401160,1631535424216202854,,67.7973022461,21.0710926056,508.200012207,128.572998047
1631535424348411625,401161,1631535424342509399,,67.7973022461,21.0710849762,508.220001221,128.593002319
1631535424474946586,401162,1631535424470925059,,67.7973022461,21.0710754395,508.239990234,128.613998413
1631535424602530600,401163,1631535424592986527,,67.7973022461,21.0710678101,508.25,128.628005981
1631535424722764167,401164,1631535424716242871,,67.7972946167,21.0710582733,508.260009766,128.634002686
1631535424848281498,401165,1631535424842496168,,67.7972946167,21.0710506439,508.260009766,128.634002686
1631535424968095067,401166,1631535424965685088,,67.7972946167,21.0710430145,508.25,128.628005981
1631535425107165389,401167,1631535425095279498,,67.7972869873,21.0710353851,508.25,128.62399292
1631535425218239011,401168,1631535425216084520,,67.7972869873,21.0710277557,508.239990234,128.617996216
1631535425346928110,401169,1631535425342341529,,67.7972869873,21.071018219,508.239990234,128.610992432
1631535425473472926,401170,1631535425467294893,,67.7972793579,21.0710086823,508.230010986,128.602996826
1631535425600421006,401171,1631535425593177663,,67.7972793579,21.0710010529,508.220001221,128.595001221
1631535425724852611,401172,1631535425716494807,,67.7972793579,21.0709934235,508.220001221,128.591995239
1631535425851776787,401173,1631535425842646377,,67.7972717285,21.0709857941,508.209991455,128.587997437
1631535425965794337,401174,1631535425965121251,,67.7972717285,21.0709762573,508.209991455,128.583999634
1631535426101143933,401175,1631535426095297739,,67.7972717285,21.0709686279,508.209991455,128.585006714
1631535426220376767,401176,1631535426216233641,,67.7972640991,21.0709590912,508.209991455,128.585998535
1631535426348203724,401177,1631535426343464247,,67.7972640991,21.0709514618,508.220001221,128.591003418
1631535426473176224,401178,1631535426466987087,,67.7972640991,21.0709438324,508.220001221,128.598999023
1631535426597246839,401179,1631535426593080737,,67.7972640991,21.0709342957,508.230010986,128.606002808
1631535426718966451,401180,1631535426716203513,,67.7972640991,21.0709266663,508.239990234,128.611999512
1631535426850954774,401181,1631535426842560938,,67.7972640991,21.0709190369,508.239990234,128.617996216
1631535426968199069,401182,1631535426965853186,,67.7972564697,21.0709095001,508.25,128.623001099
1631535427100555999,401183,1631535427095173836,,67.7972564697,21.0708999634,508.25,128.621994019
1631535427218300709,401184,1631535427216243210,,67.7972564697,21.070892334,508.239990234,128.619003296
1631535427354433758,401185,1631535427342454139,,67.7972488403,21.0708847046,508.239990234,128.615005493
1631535427472390851,401186,1631535427469765417,,67.7972488403,21.0708770752,508.239990234,128.617004395
1631535427598045110,401187,1631535427593137442,,67.7972488403,21.0708675385,508.25,128.621002197
1631535427722752011,401188,1631535427716336154,,67.7972412109,21.0708599091,508.260009766,128.632003784
1631535427846945345,401189,1631535427843865640,,67.7972412109,21.0708503723,508.269989014,128.645996094
1631535427976800265,401190,1631535427965637988,,67.7972412109,21.0708427429,508.290008545,128.664001465
1631535428104262231,401191,1631535428095800556,,67.7972335815,21.0708351135,508.309997559,128.679992676
1631535428218778917,401192,1631535428216201771,,67.7972335815,21.0708255768,508.320007324,128.692001343
1631535428350460905,401193,1631535428342945819,,67.7972335815,21.0708179474,508.329986572,128.70300293
1631535428473882785,401194,1631535428471863846,,67.7972259521,21.070810318,508.339996338,128.710998535
1631535428597596280,401195,1631535428593351938,,67.7972259521,21.0708007812,508.339996338,128.714004517
1631535428718382870,401196,1631535428716073596,,67.7972259521,21.0707931519,508.339996338,128.710998535
1631535428848177535,401197,1631535428842519372,,67.7972259521,21.0707855225,508.329986572,128.707000732
1631535428971226840,401198,1631535428966149092,,67.7972259521,21.0707778931,508.329986572,128.705993652
1631535429102077438,401199,1631535429095259982,,67.7972259521,21.0707702637,508.329986572,128.70300293
1631535429221424448,401200,1631535429216316140,,67.7972259521,21.0707607269,508.320007324,128.697998047
1631535429347215602,401201,1631535429342696957,,67.7972183228,21.0707530975,508.309997559,128.688995361
1631535429474506048,401202,1631535429469980299,,67.7972183228,21.0707454681,508.309997559,128.68800354
1631535429605787302,401203,1631535429600347443,,67.7972183228,21.0707378387,508.309997559,128.684005737
1631535429718416599,401204,1631535429716014845,,67.7972106934,21.0707302094,508.299987793,128.677993774
1631535429847859329,401205,1631535429842404398,,67.7972106934,21.0707206726,508.299987793,128.671005249
1631535429972194967,401206,1631535429966303269,,67.7972106934,21.0707130432,508.290008545,128.662994385
1631535430106506228,401207,1631535430092779605,,67.797203064,21.0707054138,508.279998779,128.651992798
1631535430218844967,401208,1631535430216229869,,67.797203064,21.0706977844,508.260009766,128.634994507
1631535430349031791,401209,1631535430342305311,,67.797203064,21.0706882477,508.230010986,128.60899353
1631535430475137504,401210,1631535430469990061,,67.7971954346,21.0706806183,508.209991455,128.580001831
1631535430603013453,401211,1631535430598010297,,67.7971954346,21.0706710815,508.179992676,128.559005737
1631535430718549976,401212,1631535430716263070,,67.7971954346,21.0706634521,508.170013428,128.544998169
1631535430846653605,401213,1631535430842875246,,67.7971878052,21.0706558228,508.170013428,128.542007446
1631535430968521153,401214,1631535430965159113,,67.7971878052,21.070646286,508.170013428,128.54699707
1631535431098986312,401215,1631535431092754039,,67.7971878052,21.0706386566,508.179992676,128.559005737
1631535431218750248,401216,1631535431216428814,,67.7971878052,21.0706310272,508.200012207,128.572006226
1631535431346625366,401217,1631535431342513888,,67.7971878052,21.0706214905,508.220001221,128.591003418
1631535431475409153,401218,1631535431472153865,,67.7971878052,21.0706138611,508.220001221,128.595993042
1631535431600445749,401219,1631535431596216063,,67.7971801758,21.0706043243,508.209991455,128.587997437
1631535431720242133,401220,1631535431716099647,,67.7971801758,21.0705966949,508.200012207,128.574005127
1631535431847196837,401221,1631535431842279697,,67.7971801758,21.0705890656,508.190002441,128.565002441
1631535431976909838,401222,1631535431965757481,,67.7971725464,21.0705814362,508.190002441,128.565994263
1631535432098207883,401223,1631535432092790168,,67.7971725464,21.0705718994,508.200012207,128.572006226
1631535432225752505,401224,1631535432216095408,,67.7971725464,21.0705623627,508.209991455,128.589004517
1631535432345993080,401225,1631535432342610177,,67.797164917,21.0705547333,508.230010986,128.608001709
1631535432474931811,401226,1631535432470993005,,67.797164917,21.0705471039,508.260009766,128.630996704
1631535432603909742,401227,1631535432595328770,,67.797164917,21.0705394745,508.279998779,128.649993896
1631535432726058921,401228,1631535432716595807,,67.7971572876,21.0705318451,508.279998779,128.658996582
1631535432853094744,401229,1631535432842680209,,67.7971572876,21.0705223083,508.290008545,128.664001465
1631535432969278849,401230,1631535432965476458,,67.7971572876,21.070514679,508.279998779,128.651000977
1631535433100163655,401231,1631535433092683065,,67.7971496582,21.0705070496,508.25,128.626998901
1631535433219255786,401232,1631535433216336753,,67.7971496582,21.0704994202,508.230010986,128.606994629
1631535433350182640,401233,1631535433342397762,,67.7971496582,21.0704917908,508.220001221,128.595993042
1631535433469725425,401234,1631535433466381241,,67.7971420288,21.070482254,508.220001221,128.591995239
1631535433603941711,401235,1631535433595259780,,67.7971420288,21.0704746246,508.230010986,128.602996826
1631535433719745849,401236,1631535433716627105,,67.7971420288,21.0704669952,508.25,128.626998901
1631535433856066386,401237,1631535433842372499,,67.7971420288,21.0704593658,508.279998779,128.656005859
1631535433967985830,401238,1631535433965470764,,67.7971420288,21.0704517365,508.309997559,128.684005737
1631535434096995248,401239,1631535434092667323,,67.7971420288,21.0704441071,508.339996338,128.710006714
1631535434220705960,401240,1631535434216122227,,67.7971343994,21.0704345703,508.359985352,128.731002808
1631535434345476252,401241,1631535434342286276,,67.7971343994,21.0704269409,508.380004883,128.755004883
1631535434476252419,401242,1631535434472625291,,67.7971343994,21.0704193115,508.410003662,128.781997681
1631535434603959440,401243,1631535434595127269,,67.79712677,21.0704097748,508.440002441,128.815994263
1631535434718862909,401244,1631535434716115779,,67.79712677,21.0704021454,508.470001221,128.839996338
1631535434851081120,401245,1631535434842961555,,67.79712677,21.070394516,508.480010986,128.852996826
1631535434968726725,401246,1631535434965846508,,67.7971191406,21.0703849792,508.480010986,128.856002808
1631535435108701462,401247,1631535435097336113,,67.7971191406,21.0703754425,508.470001221,128.839996338
1631535435219990603,401248,1631535435216227572,,67.7971191406,21.0703697205,508.440002441,128.81300354
1631535435353355947,401249,1631535435342264517,,67.7971191406,21.0703620911,508.390014648,128.768997192
1631535435470263698,401250,1631535435467777912,,67.7971115112,21.0703544617,508.329986572,128.707992554
1631535435602196470,401251,1631535435592993740,,67.7971115112,21.070350647,508.269989014,128.641998291
1631535435720672602,401252,1631535435716545060,,67.7971115112,21.0703449249,508.209991455,128.583999634
1631535435850100131,401253,1631535435842544277,,67.7971115112,21.0703392029,508.160003662,128.535003662
1631535435965641806,401254,1631535435965068719,,67.7971115112,21.0703353882,508.119995117,128.496994019
1631535436101452104,401255,1631535436098625455,,67.7971038818,21.0703334808,508.089996338,128.466995239
1631535436221892903,401256,1631535436216119797,,67.7971038818,21.0703296661,508.079986572,128.449996948
1631535436346546140,401257,1631535436342769829,,67.7971038818,21.0703258514,508.070007324,128.445007324
1631535436471429457,401258,1631535436468467960,,67.7971038818,21.0703239441,508.079986572,128.453994751
1631535436602772150,401259,1631535436593181997,,67.7971038818,21.0703220367,508.100006104,128.473999023
1631535436720183484,401260,1631535436716310886,,67.7971038818,21.0703201294,508.130004883,128.509002686
1631535436847875178,401261,1631535436842332375,,67.7971038818,21.0703201294,508.170013428,128.548995972
1631535436967840618,401262,1631535436965671343,,67.7971038818,21.070318222,508.220001221,128.593994141
1631535437100795307,401263,1631535437092574335,,67.7971038818,21.0703163147,508.269989014,128.641998291
1631535437218633585,401264,1631535437216260598,,67.7971038818,21.0703163147,508.320007324,128.699005127
1631535437349751350,401265,1631535437342491368,,67.7971038818,21.0703163147,508.390014648,128.76600647
1631535437476518470,401266,1631535437469261143,,67.7971038818,21.0703144073,508.470001221,128.843994141
1631535437604844082,401267,1631535437597366564,,67.7971038818,21.0703144073,508.559997559,128.93800354
1631535437718730817,401268,1631535437716195335,,67.7971038818,21.0703144073,508.670013428,129.039993286
1631535437848349034,401269,1631535437842940631,,67.7971038818,21.0703144073,508.790008545,129.160003662
1631535437968982985,401270,1631535437965687601,,67.7971038818,21.0703144073,508.920013428,129.29699707
1631535438099422000,401271,1631535438092593952,,67.7971038818,21.0703125,509.070007324,129.444000244
1631535438224125765,401272,1631535438216459511,,67.7971038818,21.0703125,509.230010986,129.600997925
1631535438350312790,401273,1631535438342805192,,67.7971038818,21.0703125,509.390014648,129.768997192
1631535438478391715,401274,1631535438469997559,,67.7971038818,21.0703105927,509.570007324,129.947006226
1631535438601844219,401275,1631535438597387398,,67.7971038818,21.0703105927,509.760009766,130.136993408
1631535438718734787,401276,1631535438716313256,,67.7971038818,21.0703105927,509.940002441,130.317993164
1631535438850802150,401277,1631535438842518490,,67.7971038818,21.0703105927,510.130004883,130.509002686
1631535438968079084,401278,1631535438965491187,,67.7971038818,21.0703086853,510.329986572,130.70300293
1631535439106044930,401279,1631535439092743681,,67.7971038818,21.0703086853,510.519989014,130.895996094
1631535439221000654,401280,1631535439216605688,,67.7971038818,21.0703086853,510.709991455,131.087005615
1631535439347469726,401281,1631535439342593482,,67.7971038818,21.0703086853,510.899993896,131.272003174
1631535439476349801,401282,1631535439469698105,,67.7971038818,21.0703086853,511.079986572,131.45199585
1631535439604530934,401283,1631535439597510535,,67.7971038818,21.0703086853,511.25,131.628997803
1631535439720670047,401284,1631535439716208682,,67.7971038818,21.0703086853,511.410003662,131.787002563
1631535439847211280,401285,1631535439842558939,,67.7971038818,21.0703086853,511.570007324,131.944000244
1631535439974719966,401286,1631535439965597556,,67.7971038818,21.0703086853,511.720001221,132.095993042
1631535440096920441,401287,1631535440093272194,,67.7971038818,21.0703086853,511.869995117,132.242004395
1631535440221113775,401288,1631535440216000539,,67.7971038818,21.0703086853,512.010009766,132.382003784
1631535440350738136,401289,1631535440345308773,,67.7971038818,21.0703086853,512.140014648,132.511001587
1631535440477293097,401290,1631535440469570171,,67.7971038818,21.0703086853,512.25,132.626998901
1631535440600676513,401291,1631535440597182441,,67.7971038818,21.0703086853,512.349975586,132.720993042
1631535440719375780,401292,1631535440716518923,,67.7971038818,21.0703086853,512.409973145,132.785995483
1631535440845833045,401293,1631535440843420026,,67.7971038818,21.0703086853,512.460021973,132.835006714
1631535440966259156,401294,1631535440965103511,,67.7971038818,21.0703086853,512.489990234,132.865005493
1631535441102024558,401295,1631535441092807396,,67.7971038818,21.0703086853,512.510009766,132.882995605
1631535441218557175,401296,1631535441216437532,,67.7971038818,21.0703086853,512.520019531,132.895004272
1631535441348962686,401297,1631535441342358318,,67.7971038818,21.0703086853,512.530029297,132.899993896
1631535441473556723,401298,1631535441470073275,,67.7971038818,21.0703086853,512.520019531,132.897003174
1631535441602112351,401299,1631535441597214890,,67.7971038818,21.0703105927,512.510009766,132.889007568
1631535441719230950,401300,1631535441716425676,,67.7971038818,21.0703105927,512.5,132.871994019
1631535441849116878,401301,1631535441842993533,,67.7971038818,21.0703105927,512.469970703,132.845001221
1631535441968322064,401302,1631535441965513399,,67.7971038818,21.0703105927,512.440002441,132.817993164
1631535442106090822,401303,1631535442093099941,,67.7971038818,21.0703105927,512.41998291,132.792999268
1631535442220574419,401304,1631535442215970110,,67.7971038818,21.0703105927,512.400024414,132.772003174
1631535442347036356,401305,1631535442344366186,,67.7971038818,21.0703105927,512.380004883,132.757003784
1631535442477447627,401306,1631535442472482007,,67.7971038818,21.0703105927,512.380004883,132.751998901
1631535442598561225,401307,1631535442595209489,,67.7971038818,21.0703105927,512.380004883,132.755996704
1631535442719088488,401308,1631535442716191023,,67.7971038818,21.0703105927,512.390014648,132.768997192
1631535442848138194,401309,1631535442842605023,,67.7971038818,21.0703105927,512.409973145,132.785995483
1631535442970149197,401310,1631535442965540536,,67.7971038818,21.0703105927,512.429992676,132.807006836
1631535443111125787,401311,1631535443099896438,,67.7971038818,21.0703105927,512.450012207,132.828994751
1631535443218061659,401312,1631535443216034400,,67.7971038818,21.0703105927,512.479980469,132.848999023
1631535443353786357,401313,1631535443342251249,,67.7971038818,21.0703125,512.5,132.87399292
1631535443470995644,401314,1631535443468474114,,67.7971038818,21.0703125,512.530029297,132.904998779
1631535443598352747,401315,1631535443592799128,,67.7971038818,21.0703125,512.559997559,132.93699646
1631535443721817859,401316,1631535443718101676,,67.7971038818,21.0703125,512.58001709,132.955993652
1631535443846659799,401317,1631535443842856224,,67.7971038818,21.0703125,512.570007324,132.947006226
1631535443968149652,401318,1631535443965487098,,67.7971038818,21.0703125,512.539978027,132.919006348
1631535444106874855,401319,1631535444098523867,,67.7971038818,21.0703125,512.510009766,132.882995605
1631535444219308089,401320,1631535444216095489,,67.7971038818,21.0703125,512.479980469,132.854995728
1631535444350035264,401321,1631535444342284946,,67.7971038818,21.0703125,512.460021973,132.835006714
1631535444476814128,401322,1631535444469884352,,67.7971038818,21.0703125,512.450012207,132.824996948
1631535444601493445,401323,1631535444593379064,,67.7971038818,21.0703125,512.450012207,132.828994751
1631535444719061515,401324,1631535444716178386,,67.7971038818,21.0703125,512.469970703,132.841995239
1631535444853003914,401325,1631535444842436579,,67.7971038818,21.0703125,512.479980469,132.852005005
1631535444968553332,401326,1631535444966270298,,67.7971038818,21.0703125,512.479980469,132.85899353
1631535445103094098,401327,1631535445097190304,,67.7971038818,21.0703125,512.489990234,132.861999512
1631535445220250105,401328,1631535445216235874,,67.7971038818,21.0703125,512.489990234,132.86000061
1631535445354529175,401329,1631535445342455412,,67.7971038818,21.0703144073,512.479980469,132.854995728
1631535445475932275,401330,1631535445469337507,,67.7971038818,21.0703144073,512.469970703,132.845993042
1631535445601886021,401331,1631535445593467706,,67.7971038818,21.0703144073,512.469970703,132.841003418
1631535445718734093,401332,1631535445716072820,,67.7971038818,21.0703144073,512.469970703,132.841003418
1631535445846867098,401333,1631535445842564196,,67.7971038818,21.0703144073,512.469970703,132.845001221
1631535445967123737,401334,1631535445965032798,,67.7971038818,21.0703144073,512.479980469,132.854003906
1631535446103182163,401335,1631535446097318209,,67.7971038818,21.0703144073,512.489990234,132.867996216
1631535446220043259,401336,1631535446216153124,,67.7971038818,21.0703144073,512.510009766,132.880996704
1631535446356427796,401337,1631535446344326001,,67.7971038818,21.0703144073,512.520019531,132.891998291
1631535446486091613,401338,1631535446476757171,,67.7971038818,21.0703144073,512.530029297,132.901992798
1631535446601269864,401339,1631535446594294809,,67.7971038818,21.0703144073,512.539978027,132.910995483
1631535446718079728,401340,1631535446716095701,,67.7971038818,21.0703144073,512.539978027,132.912994385
1631535446855138856,401341,1631535446842676453,,67.7971038818,21.0703144073,512.530029297,132.908996582
1631535446974955272,401342,1631535446966366397,,67.7971038818,21.0703144073,512.530029297,132.904006958
1631535447102050615,401343,1631535447097648770,,67.7971038818,21.0703144073,512.530029297,132.901992798
1631535447221876344,401344,1631535447216346021,,67.7971038818,21.0703144073,512.520019531,132.899002075
1631535447350685539,401345,1631535447342303063,,67.7971038818,21.0703144073,512.520019531,132.895004272
1631535447473204893,401346,1631535447469591942,,67.7971038818,21.0703144073,512.520019531,132.897003174
1631535447598639184,401347,1631535447593060990,,67.7971038818,21.0703144073,512.530029297,132.899993896
1631535447718778864,401348,1631535447715902967,,67.7971038818,21.0703163147,512.530029297,132.906997681
1631535447845281281,401349,1631535447842635271,,67.7971038818,21.0703163147,512.539978027,132.912002563
