rosbagTimestamp_in_nanoseconds,header,seq,stamp,secs,nsecs,frame_id,latitude,longitude,altitude,relative_altitude
1639659273935174490,,3499,,1639659273,931214730,'',55.4716415405,10.3260221481,28.9699993134,0.116999998689
1639659273971537429,,3500,,1639659273,970395888,'',55.4716415405,10.3260221481,28.9799995422,0.120999999344
1639659274012605571,,3501,,1639659274,10325242,'',55.4716415405,10.3260221481,28.9799995422,0.126000002027
1639659274051102535,,3502,,1639659274,50364004,'',55.4716415405,10.3260221481,28.9899997711,0.130999997258
1639659274093542171,,3503,,1639659274,92811960,'',55.4716415405,10.3260221481,28.9899997711,0.135000005364
1639659274136216368,,3504,,1639659274,132112863,'',55.4716415405,10.3260221481,29.0,0.140000000596
1639659274171062148,,3505,,1639659274,170196961,'',55.4716415405,10.3260221481,29.0,0.144999995828
1639659274211400784,,3506,,1639659274,210314347,'',55.4716415405,10.3260221481,29.0100002289,0.15000000596
1639659274251582650,,3507,,1639659274,250206133,'',55.4716415405,10.3260221481,29.0100002289,0.156000003219
1639659274293052075,,3508,,1639659274,291842086,'',55.4716415405,10.3260221481,29.0200004578,0.16099999845
1639659274331108140,,3509,,1639659274,330414281,'',55.4716415405,10.3260221481,29.0200004578,0.165999993682
1639659274370965782,,3510,,1639659274,370311027,'',55.4716415405,10.3260221481,29.0300006866,0.172000005841
1639659274411338529,,3511,,1639659274,410363997,'',55.4716415405,10.3260221481,29.0300006866,0.178000003099
1639659274450872201,,3512,,1639659274,450159686,'',55.4716415405,10.3260221481,29.0400009155,0.184000000358
1639659274494717219,,3513,,1639659274,492811099,'',55.4716415405,10.3260221481,29.0499992371,0.189999997616
1639659274531674400,,3514,,1639659274,530204890,'',55.4716415405,10.3260221481,29.0499992371,0.195999994874
1639659274569987139,,3515,,1639659274,569283808,'',55.4716415405,10.3260221481,29.0599994659,0.202000007033
1639659274611644852,,3516,,1639659274,610325422,'',55.4716415405,10.3260221481,29.0599994659,0.208000004292
1639659274650492953,,3517,,1639659274,649223636,'',55.4716415405,10.3260221481,29.0699996948,0.21400000155
1639659274694004402,,3518,,1639659274,692981998,'',55.4716415405,10.3260221481,29.0799999237,0.219999998808
1639659274731444241,,3519,,1639659274,730302636,'',55.4716415405,10.3260221481,29.0799999237,0.225999996066
1639659274772230590,,3520,,1639659274,770713592,'',55.4716415405,10.3260211945,29.0900001526,0.232999995351
1639659274810912291,,3521,,1639659274,810140031,'',55.4716415405,10.3260211945,29.0900001526,0.238999992609
1639659274851562415,,3522,,1639659274,850402730,'',55.4716415405,10.3260211945,29.1000003815,0.245000004768
1639659274893906947,,3523,,1639659274,892987871,'',55.4716415405,10.3260211945,29.1100006104,0.252000004053
1639659274930154845,,3524,,1639659274,929292794,'',55.4716415405,10.3260211945,29.1100006104,0.25799998641
1639659274971272428,,3525,,1639659274,970615753,'',55.4716415405,10.3260211945,29.1200008392,0.263999998569
1639659275011028245,,3526,,1639659275,10299794,'',55.4716415405,10.3260211945,29.1299991608,0.270999997854
